抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,songmid,語言,YouTube ID,點閱率
2026-09-09,綜藝新歌榜,1,甲乙丙丁 (你我怎么两清),张碧晨/侯明昊,天赐的声音第七季 第11期,2026-08-21,001yKMAF26Wg6A,華語,7H1ObJvb7Hc,"1,531,032"
2026-09-09,綜藝新歌榜,2,空心,黄霄雲/刘端端,天赐的声音第七季 第6期,2026-07-17,000qBZgr2uL9wX,華語,zlAjS20q9pE,"1,974,220"
2026-09-09,綜藝新歌榜,3,循迹,王铮亮/李佳薇,天赐的声音第七季 第11期,2026-08-21,001w24Dl03KSqt,華語,tQfQ5RONDno,"157,042"
2026-09-09,綜藝新歌榜,4,颜如玉2.0,李大奔BENZO/严浩翔/Rapeter,说唱巅峰对决2026 第9期,2026-08-22,004GCD0Y38yopk,華語,caC5IgU0JLY,"57,301"
2026-09-09,綜藝新歌榜,5,哀人i,余文乐/艾热AIR/王以太,披荆斩棘2026  一公,2026-08-22,000t0bMC1Iirsa,華語,axxMKKc5GJM,"13,574"
2026-09-09,綜藝新歌榜,6,好巧是你,周深,好巧是你 (2026中央广播电视总台七夕晚会主题曲),2026-08-19,0040Tlxh4YNKr3,華語,QPcvwly2pVY,"43,118"
2026-09-09,綜藝新歌榜,7,樱花草,黄子弘凡/姚晓棠,天赐的声音第七季 第11期,2026-08-21,004UQqKK1huYWy,華語,Gms1sdNwoC0,"383,080"
2026-09-09,綜藝新歌榜,8,走马,阿云嘎/米卡/颜安,披荆斩棘2026  一公,2026-08-22,004EaDCK3GKb2c,華語,B5trO9i01r4,"4,184"
2026-09-09,綜藝新歌榜,9,街角的晚风,曾舜晞/姚晓棠,天赐的声音第七季 第1期,2026-06-12,002AzLZe0SL2nv,華語,bLvvnIB9MCY,"1,082,691"
2026-09-09,綜藝新歌榜,10,一半一半,宋亚轩,国乐无双 第12期,2026-08-15,002NcyC73DdChW,華語,q8NYT7blIAM,"126,589"
2026-09-09,綜藝新歌榜,11,开始懂了,陈小春,国乐无双 第10期,2026-08-01,001dinly47ehoL,華語,p20EtodL7Ug,"346,463"
2026-09-09,綜藝新歌榜,12,My job (老本行),ICE杨长青/那奇沃夫/张峻豪SHUN,说唱巅峰对决2026 第9期,2026-08-22,003tZXnB1DjVB5,華語,adoArsLQNuw,"457,995"
2026-09-09,綜藝新歌榜,13,天后,付辛博/姜潮,天赐的声音第七季 第10期,2026-08-14,000y4KP62CXyvR,華語,eS60B20HFP4,"147,726"
2026-09-09,綜藝新歌榜,14,野心家,杨丞琳/黄霄雲,天赐的声音第七季 第7期,2026-07-24,000h856j4boYlf,華語,MJZc-Dg5WeQ,"1,848,582"
2026-09-09,綜藝新歌榜,15,借过一下,陈小春,国乐无双 第3期,2026-06-06,001nsTl40PmvMo,華語,RTXUDa2f48w,"2,151,218"
2026-09-09,綜藝新歌榜,16,红线,杨丞琳/刘宇,天赐的声音第七季 第11期,2026-08-21,001CW8IK08rZJl,華語,qdfb2yIPI0Y,"50,443"
2026-09-09,綜藝新歌榜,17,迷人的危险,Ghost (王琳凯)/姚晓棠,音你而来3 第9期,2026-06-05,000KHMkG02tKM2,華語,K5t-1v-IZ9k,"742,983"
2026-09-09,綜藝新歌榜,18,小半,王铮亮/谭松韵,天赐的声音第七季 第2期,2026-06-19,003MoA7q4DOuG4,華語,AJSvQ8HOzGY,"1,181,582"
2026-09-09,綜藝新歌榜,19,他真的对你好吗,付豪,魔力歌先生 第1期,2026-03-13,0045FGc329SSAh,華語,AHJwzZUHwqc,"2,952,973"
2026-09-09,綜藝新歌榜,20,bad guy,黄霄雲/周震南,天赐的声音第七季 第11期,2026-08-21,000I1jop1Zq2FA,西洋,NLGRPVvMwm4,"122,463"
2026-09-09,綜藝新歌榜,21,1993,辉子,说唱巅峰对决2026 第10期,2026-08-29,002EfZId1BNK9j,華語,NRaRnYwkE9E,"138,008"
2026-09-09,綜藝新歌榜,22,锈,黄霄雲/TF_ING张子墨,天赐的声音第七季 第8期,2026-07-31,002JA4VZ0pp7M9,華語,PCbm4Vt6Dh4,"400,247"
2026-09-09,綜藝新歌榜,23,colt.45 (烈驹45号),弹壳,说唱巅峰对决2026 第1期,2026-06-27,003inbbd2llluQ,華語,2MFEhEgTmn0,"1,682,195"
2026-09-09,綜藝新歌榜,24,交个朋友,弹壳,说唱巅峰对决2026 第7期,2026-08-08,001iqZ091ASR89,華語,KdiYwBvQVnY,"265,472"
2026-09-09,綜藝新歌榜,25,问爱,Yamy郭颖,说唱巅峰对决2026 第4期,2026-07-18,000xSrdo10FFuY,華語,8tqVS2VpzEI,"362,586"
2026-09-09,綜藝新歌榜,26,我们的纪念,杨丞琳/侯明昊,天赐的声音第七季 第9期,2026-08-07,002n0SId3TkNwS,華語,qkKFbP0ZMLU,"546,059"
2026-09-09,綜藝新歌榜,27,二十五,陈一豪Clear,说唱巅峰对决2026 第10期,2026-08-29,0023D5940kbdP1,華語,pgUWPIgH_QA,"77,039"
